"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.618429340E-1,-1.548542231E-1,8.414662629E-2,-1.414151937E-1
8.813048090E-1,-1.690568328E-1,8.582650125E-2,-1.559232324E-1
9.007666840E-1,-1.499672979E-1,1.162170246E-1,-1.612683088E-1
9.202284540E-1,-1.145371497E-1,1.641699076E-1,-1.586721241E-1
9.396903290E-1,-8.857539296E-2,2.044869810E-1,-1.644753367E-1
9.591522040E-1,-7.803797722E-2,2.205221802E-1,-1.835648715E-1
9.786139750E-1,-7.177661359E-2,2.124282271E-1,-1.974620372E-1
9.980758500E-1,-6.765327603E-2,2.052505612E-1,-2.057087123E-1
1.017537725E0,-6.322450191E-2,2.159406990E-1,-2.153298408E-1
1.036999600E0,-5.345066637E-2,2.325867712E-1,-2.342666388E-1
1.056461371E0,-4.413498193E-2,2.457203567E-1,-2.654207349E-1
1.075923246E0,-4.932733253E-2,2.454149276E-1,-3.133736253E-1
1.095385121E0,-6.688969582E-2,2.246455252E-1,-3.538434207E-1
1.114846996E0,-8.399390429E-2,1.834121495E-1,-3.790415823E-1
1.134308767E0,-9.560033679E-2,1.388190240E-1,-3.924806118E-1
1.153770642E0,-1.105665267E-1,9.682206810E-2,-4.008800089E-1
1.173232517E0,-1.154534444E-1,5.283980444E-2,-3.982838392E-1
1.192694392E0,-1.385135949E-1,4.841103405E-2,-3.935496211E-1
1.212156163E0,-1.939495653E-1,5.971203372E-2,-3.781253099E-1
1.231618038E0,-2.507599890E-1,5.925388262E-2,-3.167333901E-1
1.251079913E0,-3.229947388E-1,5.513054505E-2,-2.411388755E-1
1.270541684E0,-3.785834610E-1,7.024945319E-2,-1.704312712E-1
1.290003559E0,-3.950767815E-1,1.026252806E-1,-1.055268943E-1
1.309465434E0,-4.079049528E-1,1.707367003E-1,-4.749473557E-2
1.328927309E0,-4.069886506E-1,1.953240186E-1,2.764163166E-2
1.348389079E0,-4.130973220E-1,1.221729591E-1,7.651081681E-2
1.367850954E0,-4.182896614E-1,-2.199113183E-2,3.023780696E-2
1.387312829E0,-4.034761786E-1,-1.685986817E-1,-4.718930274E-2
1.406774600E0,-3.651444316E-1,-2.109010667E-1,-8.750637621E-2
1.426236475E0,-3.416261375E-1,-1.820377111E-1,-1.010981202E-1
1.445698350E0,-3.602575064E-1,-1.220202371E-1,-1.024725661E-1
1.465160225E0,-4.407389462E-1,-6.261363626E-2,-1.156061590E-1
1.484621996E0,-5.400044918E-1,-3.787361458E-2,-1.449276656E-1
1.504083871E0,-5.968148708E-1,-5.238165334E-2,-1.563813835E-1
1.523545746E0,-6.172788739E-1,-7.712167501E-2,-1.423314959E-1
1.543007517E0,-6.319395900E-1,-8.903354406E-2,-1.343902498E-1
1.562469392E0,-6.400335431E-1,-9.560033679E-2,-1.490510106E-1
1.581931267E0,-6.644681692E-1,-1.160643101E-1,-1.837175786E-1
1.601393142E0,-7.105884552E-1,-1.423314959E-1,-2.173151523E-1
1.620854913E0,-7.652608752E-1,-1.287397593E-1,-2.215912044E-1
1.640316788E0,-8.045089245E-1,-8.384118974E-2,-1.904370934E-1
1.659778663E0,-8.382592201E-1,-7.452550530E-2,-1.576031148E-1
1.679240538E0,-8.181006312E-1,-1.209512278E-1,-1.211039424E-1
1.698702309E0,-7.418952584E-1,-2.054032832E-1,-8.048143238E-2
1.718164184E0,-6.093376279E-1,-2.887863219E-1,-2.428187430E-2
1.737626059E0,-4.882336855E-1,-3.075704277E-1,2.886336111E-2
1.757087829E0,-4.308123887E-1,-2.484692484E-1,8.292489499E-2
1.776549704E0,-3.530798554E-1,-3.992001414E-1,1.027780026E-1
1.796011579E0,-1.458439678E-1,-6.403390169E-1,1.606574357E-1
1.815473350E0,-3.278816640E-1,-1.235474050E-1,1.392771751E-1
1.834935225E0,-4.766272306E-1,3.584249020E-1,2.580903657E-2
1.854397100E0,-3.587303460E-1,1.655443609E-1,3.558287397E-2
1.873858975E0,-1.614210159E-1,-4.184423760E-2,7.162389904E-2
1.893320746E0,-1.226311028E-1,-8.643736690E-2,4.657844082E-2
1.912782621E0,-1.275180280E-1,-1.237001177E-2,-2.458730713E-2
1.932244496E0,-3.665188700E-2,9.361502528E-2,-8.888082206E-2
1.951706267E0,1.240055487E-1,9.636391699E-2,-1.156061590E-1
1.971168142E0,2.438877672E-1,1.191186346E-2,-1.110246703E-1
1.990630017E0,2.959639728E-1,-5.986474827E-2,-7.040216774E-2
2.010091892E0,2.927569449E-1,-7.406735420E-2,-1.954767294E-2
2.029553663E0,2.290742993E-1,-1.817322709E-2,6.719512399E-3
2.049015538E0,1.261435747E-1,5.726857483E-2,6.872228812E-3
2.068477413E0,3.955349326E-2,7.223475724E-2,-3.207040019E-3
2.087939184E0,-2.260199748E-2,2.351829410E-2,6.108647794E-4
2.107401059E0,-8.826996386E-2,-4.260781780E-2,7.330377586E-3
2.126862934E0,-1.608101577E-1,-6.566796452E-2,2.641990222E-2
2.146324809E0,-2.052505612E-1,-4.596757516E-2,4.764745384E-2
2.165786579E0,-1.875354946E-1,-2.336557768E-2,5.787943676E-2
2.185248454E0,-1.229365394E-1,-4.291325063E-2,6.627883017E-2
2.204710329E0,-5.849030241E-2,-9.804379940E-2,7.742711157E-2
2.224172100E0,-2.535088919E-2,-1.345429718E-1,9.712749720E-2
2.243633975E0,-2.947422490E-2,-1.238528341E-1,1.171333194E-1
2.263095850E0,-5.971203372E-2,-8.643736690E-2,1.337793916E-1
2.282557621E0,-8.017600328E-2,-4.398226365E-2,1.547015011E-1
2.302019496E0,-6.490438432E-2,9.315688163E-3,1.870773435E-1
2.321481371E0,-5.497782957E-3,5.787943676E-2,2.356410921E-1
2.340943246E0,8.017600328E-2,7.345648855E-2,2.877173126E-1
2.360405017E0,1.586721241E-1,8.093958721E-3,3.022253513E-1
2.379866892E0,1.369864196E-1,-8.628465235E-2,2.496909797E-1
2.399328767E0,1.634063199E-2,-3.711003438E-2,1.788306683E-1
2.418790538E0,-9.269873053E-2,8.093958348E-2,1.374445707E-1
2.438252413E0,-1.369864196E-1,1.612683088E-1,1.421787739E-1
2.457714288E0,-7.528908551E-2,1.270598769E-1,1.867718995E-1
2.477176059E0,5.009091273E-2,-3.207040019E-3,2.420551628E-1
2.496637934E0,1.803578287E-1,-1.379027218E-1,2.742782831E-1
2.516099809E0,2.663370371E-1,-2.183841616E-1,2.722929716E-1
2.535561579E0,3.193295598E-1,-2.179260105E-1,2.576322258E-1
2.555023454E0,3.688096106E-1,-1.750127524E-1,2.649625838E-1
2.574485329E0,4.282162189E-1,-1.521053314E-1,2.950477004E-1
2.593947204E0,4.983129501E-1,-1.685986817E-1,3.216203153E-1
2.613408975E0,5.572614074E-1,-1.944077164E-1,3.103193045E-1
2.632870850E0,5.528326035E-1,-2.258672565E-1,2.638935745E-1
2.652332725E0,4.631882310E-1,-2.411388755E-1,1.963930279E-1
2.671794496E0,3.347539008E-1,-2.160934210E-1,1.362228394E-1
2.691256371E0,2.260199636E-1,-1.824958473E-1,1.204930767E-1
2.710718246E0,1.603520066E-1,-1.786779463E-1,1.356119812E-1
2.730180017E0,1.333212405E-1,-1.496618688E-1,1.291978955E-1
2.749641892E0,1.568395346E-1,-9.407317638E-2,1.012508348E-1
2.769103767E0,2.040288299E-1,-3.481929377E-2,7.208204269E-2
2.788565538E0,2.474002391E-1,2.138026757E-3,4.993819445E-2
2.808027413E0,2.855792940E-1,-1.145371422E-2,4.016435891E-2
2.827489288E0,2.985601723E-1,-5.329795182E-2,3.359756246E-2
2.846951059E0,2.756527364E-1,-8.704823256E-2,3.008509055E-2
2.866412934E0,2.173151523E-1,-1.203403622E-1,2.138026804E-2
2.885874809E0,1.580612659E-1,-1.404989064E-1,1.130099874E-2
2.905336579E0,1.278234571E-1,-1.382081509E-1,4.581485875E-3
2.924798454E0,1.065959036E-1,-1.123991162E-1,-2.290742937E-3
2.944260329E0,1.015562713E-1,-9.392046183E-2,-6.108647678E-3
2.963722100E0,1.168278903E-1,-9.178243577E-2,2.138026757E-3
2.983183975E0,1.259908676E-1,-7.925970852E-2,1.298087649E-2
3.002645850E0,1.105665267E-1,-5.054906011E-2,4.886918236E-3
3.022107621E0,6.948586553E-2,-3.039052337E-2,-2.122755162E-2
3.041569496E0,2.275471389E-2,-1.359174121E-2,-6.078104675E-2
3.061031371E0,-8.704823442E-3,-9.162971750E-3,-9.789107740E-2
3.080493142E0,-2.428187430E-2,-2.535088919E-2,-1.305723488E-1
3.099955017E0,-4.856374860E-2,-4.505127668E-2,-1.679878086E-1
3.119416892E0,-6.520981342E-2,-6.459894776E-2,-1.965457499E-1
3.138878663E0,-5.803215504E-2,-9.178243577E-2,-1.986837685E-1
3.158340538E0,-5.406153202E-2,-1.090393662E-1,-1.889099330E-1
3.177802413E0,-7.651081681E-2,-8.659008145E-2,-1.858556122E-1
3.197264184E0,-1.168278903E-1,-3.970621154E-2,-1.916588247E-1
3.216726059E0,-1.510363221E-1,-1.160643063E-2,-2.041815519E-1
3.236187934E0,-1.516471803E-1,-1.756236330E-2,-2.121227980E-1
3.255649704E0,-1.290451884E-1,-5.635227636E-2,-2.251036763E-1
3.275111579E0,-8.139773458E-2,-9.834922850E-2,-2.295324355E-1
3.294573454E0,2.443459118E-3,-8.521563560E-2,-1.980729103E-1
3.314035329E0,7.315105945E-2,-2.214384824E-2,-1.411097646E-1
3.333497100E0,9.758564830E-2,4.321868345E-2,-1.041524485E-1
3.352958975E0,7.513637096E-2,8.048143238E-2,-9.682206810E-2
3.372420746E0,2.748891478E-3,8.124501258E-2,-1.203403622E-1
3.391882621E0,-9.086613357E-2,6.429351866E-2,-1.640172005E-1
3.411344496E0,-1.857028902E-1,5.604684353E-2,-1.912006736E-1
3.430806371E0,-2.622137070E-1,7.696896046E-2,-1.824958473E-1
3.450268142E0,-3.236056268E-1,1.117882580E-1,-1.748600453E-1
3.469730017E0,-3.891208768E-1,1.298087686E-1,-1.890626550E-1
3.489191892E0,-4.630354941E-1,9.743293375E-2,-2.122755051E-1
3.508653663E0,-5.734493136E-1,3.527744114E-2,-2.196058929E-1
3.528115538E0,-7.351757884E-1,1.802051067E-2,-1.988364905E-1
3.547577309E0,-8.727730513E-1,7.177661359E-2,-1.766926348E-1
3.567039184E0,-8.555161357E-1,1.272125840E-1,-1.408043355E-1
3.586501059E0,-6.998983026E-1,1.069013327E-1,-1.067486182E-1
3.605962829E0,-5.427533388E-1,3.772090003E-2,-6.459894776E-2
3.625424704E0,-4.402807951E-1,1.175914705E-2,-3.726275265E-2
3.644886579E0,-3.996582925E-1,7.803797722E-2,-4.153880477E-2
3.664348350E0,-3.767508566E-1,1.617264450E-1,-4.046979174E-2
3.683810225E0,-3.469711840E-1,1.910479665E-1,-2.000582218E-2
3.703272100E0,-3.251327872E-1,1.571449637E-1,9.315688163E-3
3.722733871E0,-3.013090491E-1,4.841103405E-2,2.336557768E-2
3.742195746E0,-2.680169344E-1,-7.712167501E-2,4.123337194E-2
3.761657621E0,-2.403752953E-1,-1.247691289E-1,6.612611562E-2
3.781119392E0,-2.124282271E-1,-8.643736690E-2,9.453132749E-2
3.800581267E0,-1.792888194E-1,-1.832594397E-3,1.284343153E-1
3.820043142E0,-1.262962967E-1,8.949168772E-2,1.608101577E-1
3.839504913E0,-5.879573524E-2,1.282816082E-1,1.912006736E-1
3.858966788E0,-9.162971750E-3,1.218675226E-1,2.131918073E-1
3.878428663E0,3.207040206E-2,8.613193035E-2,2.142608166E-1
3.897890434E0,8.338304609E-2,3.970621154E-2,2.061668634E-1
3.917352309E0,1.379027218E-1,5.039634649E-3,2.070831656E-1
3.936814079E0,1.740964651E-1,-2.916879393E-2,1.944077164E-1
3.956275954E0,1.861610413E-1,-9.162971750E-3,1.614210159E-1
3.975737829E0,2.151771188E-1,4.688387364E-2,1.522580534E-1
3.995199600E0,2.483165264E-1,7.391463965E-2,1.519526094E-1
4.014661475E0,2.603811026E-1,9.346231073E-2,1.400407553E-1
4.034123350E0,2.672533393E-1,1.163697392E-1,1.281288862E-1
4.053585121E0,2.993237376E-1,1.110246703E-1,1.075121984E-1
4.073046996E0,3.689623177E-1,1.062904745E-1,9.392046183E-2
4.092508871E0,4.616610706E-1,9.147699922E-2,8.124501258E-2
4.111970642E0,5.587885380E-1,7.238747925E-2,6.261363626E-2
4.131432517E0,6.301070452E-1,6.688969582E-2,4.489856213E-2
4.150894392E0,6.397281289E-1,3.405570984E-2,4.688387364E-2
4.170356163E0,5.829176903E-1,-1.893680729E-2,6.444623321E-2
4.189818038E0,5.062541962E-1,-4.535670951E-2,7.131846249E-2
4.209279809E0,4.688387215E-1,-2.351829410E-2,7.712167501E-2
4.228741684E0,4.564687014E-1,3.848448023E-2,8.368847519E-2
4.248203559E0,4.303542376E-1,9.269873053E-2,8.414662629E-2
4.267665329E0,4.031707644E-1,8.597921580E-2,9.712749720E-2
4.287127204E0,3.753764033E-1,1.557705179E-2,1.223256737E-1
4.306589079E0,3.170388341E-1,-4.825831577E-2,1.441640854E-1
4.326050850E0,2.441931963E-1,-5.299251899E-2,1.453858167E-1
4.345512725E0,1.927278340E-1,-3.512472380E-3,1.388190240E-1
4.364974600E0,1.786779463E-1,4.612028971E-2,1.531743407E-1
4.384436371E0,1.855501831E-1,7.605266571E-2,1.731801629E-1
4.403898246E0,1.869246215E-1,9.269873053E-2,1.663079411E-1
4.423360121E0,1.798996776E-1,9.560033679E-2,1.237001196E-1
4.442821892E0,1.624900252E-1,8.796452731E-2,6.505709887E-2
4.462283767E0,1.368337125E-1,7.803797722E-2,1.374445762E-2
4.481745538E0,1.140789986E-1,7.452550530E-2,-1.725693047E-2
4.501207413E0,9.819651395E-2,7.070759684E-2,-4.123337194E-2
4.520669288E0,7.910698652E-2,7.391463965E-2,-6.337722391E-2
4.540131059E0,5.161807314E-2,8.368847519E-2,-8.414662629E-2
4.559592934E0,1.481347065E-2,9.972367436E-2,-1.059850380E-1
4.579054809E0,-3.497200832E-2,1.276707351E-1,-1.134681329E-1
4.598516579E0,-8.277218044E-2,1.496618688E-1,-9.636391699E-2
4.617978454E0,-1.143844277E-1,1.711948514E-1,-9.269873053E-2
4.637440329E0,-1.408043355E-1,1.902843714E-1,-1.217148080E-1
4.656902100E0,-1.658497900E-1,2.054032832E-1,-1.591302752E-1
4.676363975E0,-1.794415265E-1,2.092211843E-1,-1.708894223E-1
4.695825746E0,-1.818849891E-1,1.992946416E-1,-1.673769504E-1
4.715287621E0,-1.718057245E-1,1.765399277E-1,-1.663079411E-1
4.734749496E0,-1.524107605E-1,1.643226296E-1,-1.652389169E-1
4.754211267E0,-1.203403622E-1,1.679878086E-1,-1.560759544E-1
4.773673142E0,-1.014035568E-1,1.737910360E-1,-1.298087686E-1
4.793135017E0,-1.116355360E-1,1.762344837E-1,-1.076649204E-1
4.812596788E0,-1.211039424E-1,1.537852138E-1,-9.224057943E-2
4.832058663E0,-1.319467872E-1,1.041524485E-1,-7.284562290E-2
4.851520434E0,-1.609628648E-1,5.696314201E-2,-6.750056148E-2
4.870982309E0,-1.898262352E-1,2.321286127E-2,-6.948586553E-2
4.890444184E0,-2.021962404E-1,1.237001177E-2,-6.429351866E-2
4.909905954E0,-1.947131455E-1,1.572976820E-2,-5.115992576E-2
4.929367829E0,-1.721111536E-1,1.664606482E-2,-3.924806044E-2
4.948829704E0,-1.408043355E-1,9.010255337E-3,-3.252854943E-2
4.968291475E0,-9.789107740E-2,-9.926552884E-3,-2.290742844E-2
4.987753350E0,-6.551524997E-2,-2.748891525E-2,-1.404988952E-2
5.007215121E0,-4.657844082E-2,-3.695731983E-2,-1.298087649E-2
5.026676996E0,-3.161225095E-2,-3.817904741E-2,-1.328630932E-2
5.046138871E0,-1.496618707E-2,-4.352411628E-2,-8.704823442E-3
5.065600642E0,3.054323897E-4,-5.558869615E-2,-4.581485991E-4
5.085062517E0,1.099556591E-2,-6.414080411E-2,2.901607659E-3
5.104524288E0,2.596175298E-2,-8.017600328E-2,6.108647794E-4
5.123986163E0,4.993819445E-2,-9.636391699E-2,-1.221729559E-3
5.143448038E0,6.001746282E-2,-9.407317638E-2,-5.955931731E-3
5.162909809E0,5.390881747E-2,-7.345648855E-2,-8.246674202E-3
5.182371684E0,6.108647957E-2,-5.253437161E-2,-6.108647678E-3
5.201833454E0,7.086031139E-2,-4.337139800E-2,-7.177661173E-3
5.221295329E0,5.696314201E-2,-5.879573524E-2,-1.893680729E-2
5.240757204E0,3.680460155E-2,-9.636391699E-2,-2.641990222E-2
5.260218975E0,2.443459071E-2,-1.238528341E-1,-2.397644334E-2
5.279680850E0,2.901607752E-2,-1.531743407E-1,-1.496618707E-2
5.299142621E0,5.955931544E-2,-2.247982323E-1,3.512472380E-3
5.318604496E0,1.062904745E-1,-3.297142684E-1,3.023780696E-2
5.338066371E0,1.499672979E-1,-4.404335022E-1,5.864302069E-2
5.357528142E0,1.669187993E-1,-5.629118681E-1,8.277218044E-2
5.376990017E0,1.249218509E-1,-6.510291100E-1,9.850194305E-2
5.396451788E0,3.726275265E-2,-6.461422443E-1,1.189659163E-1
5.415913663E0,-3.772090003E-2,-5.028944016E-1,1.597411335E-1
5.435375538E0,-4.612028971E-2,-2.854265571E-1,2.037234008E-1
5.454837309E0,1.878409274E-2,-1.847866029E-1,2.194531709E-1
5.474299184E0,9.651663154E-2,-2.371682525E-1,1.982256174E-1
5.493760954E0,1.117882580E-1,-3.549124300E-1,1.902843714E-1
5.513222829E0,2.901607659E-3,-4.265363216E-1,2.391535640E-1
5.532684600E0,-2.229656428E-1,-3.390299380E-1,2.513708472E-1
5.552146475E0,-3.440696001E-1,-1.589775532E-1,1.858556122E-1
5.571608350E0,-2.759581506E-1,4.795288667E-2,1.354592592E-1
5.591070121E0,-3.069595397E-1,3.011563420E-1,8.552107215E-2
5.610531996E0,-4.210385382E-1,5.511527658E-1,-3.665188793E-3
5.629993767E0,-3.197877109E-1,8.188642263E-1,-1.056796089E-1
5.649455642E0,-5.589412898E-2,8.226821423E-1,-1.153007299E-1
5.668917517E0,1.426369250E-1,6.394227147E-1,-1.117882580E-1
5.688379288E0,2.145662606E-1,3.985892832E-1,-1.247691289E-1
5.707841163E0,2.440404743E-1,1.931859851E-1,-1.249218509E-1
5.727302934E0,2.771798968E-1,1.896735132E-1,-1.001818255E-1
5.746764809E0,2.431241870E-1,2.945895493E-1,-7.544180006E-2
5.766226579E0,8.659008145E-2,4.416552484E-1,-9.392046183E-2
5.785688454E0,-1.004872546E-1,5.545125008E-1,-1.414151937E-1
5.805150329E0,-1.898262352E-1,5.245801210E-1,-2.222020626E-1
5.824612100E0,-1.542433500E-1,3.608683646E-1,-3.080285788E-1
5.844073975E0,-6.261364091E-3,2.095266134E-1,-2.892444730E-1
5.863535746E0,1.084285006E-1,2.208276242E-1,-1.849393100E-1
5.882997621E0,4.367683083E-2,3.129154742E-1,-1.505781710E-1
5.902459392E0,-1.980729103E-1,3.352120519E-1,-1.797469556E-1
5.921921267E0,-4.010327160E-1,2.759581506E-1,-1.835648715E-1
5.941383038E0,-4.624246359E-1,2.057087123E-1,-1.473711282E-1
5.960844913E0,-4.648680985E-1,1.624900252E-1,-8.445205539E-2
5.980306684E0,-4.039343297E-1,1.435532272E-1,-1.603520103E-2
5.999768559E0,-4.581485987E-1,5.482511222E-2,-5.955931544E-2
6.019230329E0,-5.597048402E-1,-1.853974611E-1,-1.108719558E-1
6.038692204E0,-7.906117439E-1,-4.905244112E-1,-8.903354406E-2
6.058154079E0,-7.089085579E-1,-9.040798545E-1,-3.313941509E-2
6.077615850E0,-2.871064469E-2,-1.132390618E0,6.887500733E-2
6.097077725E0,2.218966335E-1,7.363975048E-1,1.398880333E-1
6.116539496E0,5.716167092E-1,9.069814682E-1,1.679878086E-1
6.136001371E0,9.237802625E-1,5.276344419E-1,2.544251680E-1
6.155463142E0,6.724094152E-1,2.837466896E-1,2.758054435E-1
6.174925017E0,2.371682525E-1,1.168278903E-1,3.127627671E-1
6.194386788E0,-1.094975099E-1,1.266017258E-1,2.481638193E-1
6.213848663E0,-4.897608459E-1,2.611446977E-1,-1.664606482E-2
6.233310538E0,-6.696605086E-1,2.596175373E-1,-1.481347084E-1
6.252772309E0,-3.874409795E-1,3.121519089E-1,-5.146535859E-2
6.272234184E0,-4.978547990E-2,-1.359174121E-2,8.597921580E-2
6.291695954E0,9.498947114E-2,-3.126100600E-1,1.087339297E-1
6.311157829E0,3.436114267E-2,-2.719875574E-1,-5.207622424E-2
6.330619600E0,-1.304196268E-1,-6.123919412E-2,-2.606865466E-1
6.350081475E0,-1.815795600E-1,1.122464016E-1,-3.559814394E-1
6.369543246E0,-1.664606482E-1,1.879936308E-1,-3.257436454E-1
6.389005121E0,-1.592829973E-1,2.474002391E-1,-2.060141414E-1
6.408466892E0,-3.909534588E-2,6.490438432E-2,-9.010255337E-3
6.427928767E0,2.034179717E-1,-5.765036345E-1,1.539379209E-1
6.447390642E0,3.185659945E-1,-1.699425817E0,-3.802633286E-2
6.466852413E0,-1.878409237E-1,-1.002581835E0,1.288924664E-1
6.486314288E0,9.666935354E-2,5.728384256E-1,3.388772309E-1
6.505776059E0,3.271180987E-1,1.692553639E0,7.794634700E-1
6.525237934E0,-1.985310577E-3,1.125671029E0,3.419315517E-1
6.544699704E0,3.402516842E-1,2.593120933E-1,-6.414080411E-2
6.564161579E0,1.111163020E0,-1.505781710E-1,-5.696314201E-2
6.583623350E0,1.321605921E0,-2.037234008E-1,-2.748891525E-2
6.603085225E0,1.018464327E0,1.117882580E-1,-4.230238497E-2
6.622546996E0,6.302597523E-1,3.388772309E-1,-1.153007299E-1
6.642008871E0,4.763218164E-1,3.352120519E-1,-2.101374865E-1
6.661470746E0,4.470002949E-1,2.777907550E-1,-2.186895907E-1
6.680932517E0,1.881463528E-1,4.871646687E-2,-6.918043643E-2
6.700394392E0,-2.295324355E-1,4.841103405E-2,-7.330377586E-3
6.719856163E0,-4.335612655E-1,1.684459597E-1,-3.878991306E-2
6.739318038E0,-4.604393244E-1,2.590066791E-1,-1.056796089E-1
6.758779809E0,-4.465421438E-1,3.045161068E-1,-1.631008983E-1
6.778241684E0,-4.604393244E-1,2.034179717E-1,-1.492037177E-1
6.797703454E0,-5.091558099E-1,2.260199748E-2,-4.505127668E-2
6.817165329E0,-5.122101307E-1,-2.046397030E-1,1.175914705E-1
6.836627100E0,-5.633700490E-1,-4.676169753E-1,1.496618688E-1
6.856088975E0,-7.819069028E-1,-6.568323374E-1,4.902189970E-2
6.875550746E0,-9.975422025E-1,-8.051197529E-1,-3.405570984E-2
6.895012621E0,-1.041829824E0,-1.269376993E0,-1.835648715E-1
6.914474392E0,-1.375972927E-1,-1.473405838E0,1.291978955E-1
6.933936267E0,-1.221729559E-3,7.600684762E-1,2.715294063E-1
6.953398038E0,2.883281708E-1,7.400626540E-1,2.342666388E-1
6.972859913E0,6.514872909E-1,1.310304999E-1,1.684459597E-1
6.992321684E0,6.707295179E-1,-1.304196268E-1,1.368337125E-1
7.011783559E0,4.992292523E-1,8.093958721E-3,1.424842030E-1
7.031245329E0,2.342666388E-1,1.849393100E-1,7.192932814E-2
7.050707204E0,1.009454057E-1,3.549124300E-1,-3.573558852E-2
7.070168975E0,1.247691289E-1,4.033234715E-1,-5.207622424E-2
7.089630850E0,4.444041103E-2,2.959639728E-1,1.404988952E-2
7.109092621E0,-1.983783394E-1,1.534797698E-1,3.008509055E-2
7.128554496E0,-3.248273432E-1,9.392046183E-2,7.941242307E-2
7.148016267E0,-3.052796721E-1,1.472184062E-1,1.556178033E-1
7.167478142E0,-1.808159798E-1,1.308777779E-1,2.189950198E-1
7.186939913E0,-1.221729536E-2,1.609628648E-1,2.196058929E-1
7.206401788E0,5.696314201E-2,1.730274558E-1,1.708894223E-1
7.225863663E0,-1.237001177E-2,1.186604798E-1,7.223475724E-2
7.245325434E0,-2.345720828E-1,-2.429714650E-1,-9.239330143E-2
7.264787204E0,-6.962331533E-1,-8.733839393E-1,-3.165806830E-1
7.284249079E0,-7.867938280E-1,-2.828762054E0,-6.924152374E-1
7.303710954E0,-3.107774556E-1,-2.549749613E0,6.368265301E-2
7.323172725E0,1.159115955E-1,2.170555353E0,3.193295598E-1
7.342634600E0,5.265654325E-1,2.208887100E0,3.568977416E-1
7.362096371E0,9.240856767E-1,5.424479246E-1,1.380554438E-1
7.381558246E0,7.321214676E-1,-4.427242577E-1,-1.759290546E-1
7.401020017E0,7.157807946E-1,-5.021308661E-1,-1.740964688E-2
7.420481892E0,6.834049821E-1,-2.373209596E-1,4.902189970E-2
