"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.334321938E0,9.769894600E0,6.119644046E-1,-1.701895118E0
7.353785792E0,9.649057388E0,5.515456200E-1,-1.691127419E0
7.373249542E0,9.454042435E0,5.563312769E-1,-1.638485312E0
7.392713397E0,9.340383530E0,5.138586760E-1,-1.631905079E0
7.412177147E0,9.405587196E0,4.983053207E-1,-1.739582062E0
7.431641001E0,9.581459999E0,5.527420044E-1,-1.797009826E0
7.451104751E0,9.743574142E0,5.670989752E-1,-1.791625977E0
7.470568605E0,9.675378799E0,5.401797295E-1,-1.837687731E0
7.490032355E0,9.349954605E0,4.546363056E-1,-2.017747641E0
7.509496209E0,8.934201241E0,3.589234054E-1,-2.282154560E0
7.528959959E0,8.642276764E0,3.002992272E-1,-2.569293261E0
7.548423813E0,8.678169250E0,3.684946895E-1,-2.691327333E0
7.567887563E0,8.950352669E0,6.239284873E-1,-2.567498684E0
7.587351417E0,9.233304024E0,8.841479421E-1,-2.336591244E0
7.606815167E0,9.245866776E0,1.006780148E0,-2.248056889E0
7.626279022E0,8.781659126E0,9.230313301E-1,-2.066202402E0
7.645742772E0,7.968697548E0,7.944171429E-1,-1.806581140E0
7.665206626E0,7.235297680E0,7.417750359E-1,-1.383649707E0
7.684670376E0,6.860222340E0,3.834498227E-1,-9.152546525E-1
7.704134126E0,7.033103943E0,-2.512463741E-2,-7.369893789E-1
