"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.520218302E0,9.714859962E0,-7.178467698E-3,4.307080805E-1
3.539680698E0,9.721440315E0,-2.751746029E-2,3.882354796E-1
3.559143094E0,9.792028427E0,-1.160518974E-1,2.973082066E-1
3.578605490E0,9.936196327E0,-1.854437590E-1,1.878365725E-1
3.598067886E0,1.002473068E1,-1.351944804E-1,1.435693651E-1
3.617530282E0,1.000020409E1,2.991028363E-3,1.698904037E-1
3.636992677E0,9.920642853E0,1.387837082E-1,2.733799815E-1
3.656455073E0,9.838688850E0,1.573280841E-1,3.391826153E-1
3.675917469E0,9.753743172E0,3.589234129E-2,3.661018610E-1
3.695379865E0,9.775279045E0,-6.999006122E-2,3.038884699E-1
3.714842261E0,9.892526627E0,-1.740778536E-1,1.908276081E-1
3.734304657E0,9.899705887E0,-2.129612118E-1,8.075776696E-2
3.753767052E0,9.924231529E0,-7.417750359E-2,7.238288224E-2
3.773229448E0,9.921240807E0,1.070788130E-1,2.237289101E-1
3.792691844E0,9.862616539E0,1.740778536E-1,4.085744619E-1
3.812154240E0,9.794421196E0,1.004985496E-1,4.336991012E-1
3.831616636E0,9.786644936E0,-4.307080805E-2,3.571287692E-1
3.851079032E0,9.851848602E0,-1.710868180E-1,2.877369225E-1
3.870541427E0,9.918848038E0,-1.890329868E-1,2.709871531E-1
3.890003823E0,9.989436150E0,-8.913264424E-2,2.243271172E-1
3.909466219E0,1.002712345E1,7.178468257E-2,1.734796464E-1
3.928928615E0,9.967901230E0,1.998006850E-1,1.573280841E-1
3.948391011E0,9.881759644E0,2.309073806E-1,1.609173268E-1
3.967853511E0,9.838688850E0,1.579262912E-1,1.651047617E-1
3.987315907E0,9.886545181E0,8.853443712E-2,1.070788130E-1
4.006778302E0,9.972686768E0,5.443671346E-2,5.623133108E-2
4.026240698E0,1.000917721E1,9.092725813E-2,5.024927482E-2
4.045703094E0,9.954142570E0,1.489532143E-1,4.127619043E-2
4.065165490E0,9.834501266E0,1.567298770E-1,7.417750359E-2
4.084627886E0,9.755537987E0,1.471585929E-1,1.142572835E-1
4.104090282E0,9.781260490E0,1.459621787E-1,1.184447184E-1
4.123552677E0,9.860821724E0,1.764706671E-1,1.184447184E-1
4.143015073E0,9.875179291E0,1.866401732E-1,1.423729509E-1
4.162477469E0,9.817152977E0,2.189432681E-1,1.441675574E-1
4.181939865E0,9.834501266E0,2.297109663E-1,3.230310604E-2
4.201402261E0,9.843474388E0,2.931207716E-1,-4.965107143E-2
4.220864657E0,9.847661972E0,3.613162339E-1,-4.965107143E-2
4.240327052E0,9.855438232E0,3.828516304E-1,3.349951655E-2
4.259789448E0,9.841679573E0,3.619144261E-1,1.016949583E-2
4.279251844E0,9.756135941E0,4.091726840E-1,-7.776673883E-2
4.298714240E0,9.625727654E0,5.132604837E-1,-1.411765367E-1
4.318176636E0,9.637691498E0,6.693921089E-1,-2.338984162E-1
4.337639032E0,9.774680138E0,7.465606928E-1,-2.458625287E-1
4.357101427E0,9.894321442E0,7.836494446E-1,-2.039881349E-1
4.376563279E0,9.989436150E0,7.896314859E-1,-1.244267747E-1
4.396025675E0,9.985248566E0,7.591229677E-1,-9.571290761E-2
4.415488071E0,9.923035622E0,7.866404653E-1,-9.750752151E-2
4.434950467E0,9.845269203E0,9.020941257E-1,1.196411345E-2
4.454412863E0,9.784850121E0,1.024726272E0,1.471585929E-1
4.473875258E0,9.765707016E0,1.075573802E0,2.147558331E-1
4.493337654E0,9.812965393E0,1.000199914E0,2.207378894E-1
4.512800050E0,9.926026344E0,9.002995491E-1,2.727817893E-1
4.532262550E0,1.008933640E1,8.141579032E-1,3.421736360E-1
4.551724946E0,1.023828983E1,6.927221417E-1,3.427718580E-1
4.571187342E0,1.020299530E1,5.270192027E-1,3.140579760E-1
4.590649738E0,1.000020409E1,5.557330847E-1,2.033899277E-1
4.610112133E0,9.755537987E0,7.507480979E-1,9.212367237E-2
4.629574529E0,9.421739578E0,9.200403094E-1,6.939185411E-2
4.649036925E0,9.343972206E0,1.124626637E0,2.333002165E-2
4.668499321E0,9.552745819E0,1.280758262E0,8.315058798E-2
4.687961717E0,9.746564865E0,1.277767301E0,9.571290761E-2
4.707424113E0,9.969695091E0,1.176670551E0,1.890329868E-1
4.726886508E0,1.005703354E1,1.079162955E0,2.554338276E-1
4.746348904E0,9.936196327E0,1.068993568E0,2.841476798E-1
4.765811300E0,9.768099785E0,1.057627559E0,3.906283081E-1
4.785273696E0,9.657432556E0,1.024128079E0,5.150550604E-1
4.804736092E0,9.641280174E0,8.578268886E-1,5.036891699E-1
4.824198488E0,9.817750931E0,6.388836503E-1,3.439682424E-1
4.843660883E0,1.014496994E1,5.724828243E-1,1.172483116E-1
4.863123279E0,1.033101177E1,6.370890141E-1,-1.148554832E-1
4.882585675E0,1.026102161E1,7.172485590E-1,-1.758724600E-1
4.902048071E0,1.004626560E1,7.716853023E-1,-4.725824669E-2
4.921510467E0,9.792626381E0,8.237292171E-1,1.549352705E-1
4.940972863E0,9.584450722E0,8.129615188E-1,2.943171859E-1
4.960435258E0,9.513264656E0,6.879364848E-1,3.607180119E-1
4.979897654E0,9.613164902E0,5.198407173E-1,2.638086975E-1
4.999360050E0,9.811170578E0,3.948157430E-1,9.810572863E-2
5.018822446E0,1.001336479E1,4.265206456E-1,-5.383851007E-3
5.038284842E0,1.009472084E1,5.706881881E-1,1.316052489E-2
5.057747342E0,1.002054310E1,7.142575383E-1,5.982056633E-2
5.077209738E0,9.912267685E0,7.585247755E-1,9.810572863E-2
5.096672133E0,9.790233612E0,6.586244106E-1,1.788634956E-1
5.116134529E0,9.719047546E0,5.347958803E-1,2.644068897E-1
5.135596925E0,9.702896118E0,4.540380836E-1,2.667997181E-1
5.155059321E0,9.692128181E0,4.211367965E-1,2.566302419E-1
5.174521717E0,9.717850685E0,4.109672904E-1,2.733799815E-1
5.193984113E0,9.809974670E0,4.025924206E-1,2.979064286E-1
5.213446508E0,9.877572060E0,3.876372576E-1,2.805584669E-1
5.232908904E0,9.857233047E0,3.583251834E-1,2.841476798E-1
5.252371300E0,9.831509590E0,3.361915946E-1,3.230310678E-1
5.271833696E0,9.804591179E0,3.026920557E-1,3.774677813E-1
5.291296092E0,9.779465675E0,2.715853751E-1,4.097708762E-1
5.310758488E0,9.790832520E0,2.333002090E-1,3.936193287E-1
5.330220883E0,9.786046028E0,2.141576260E-1,3.696911037E-1
5.349683279E0,9.787840843E0,1.854437590E-1,3.266202807E-1
5.369145675E0,9.816555023E0,1.686939895E-1,3.086741269E-1
5.388608071E0,9.887741089E0,2.057827413E-1,3.146561682E-1
5.408070467E0,9.906884193E0,2.374876440E-1,2.907279432E-1
5.427532863E0,9.882357597E0,2.464607358E-1,2.811566591E-1
5.446995258E0,9.868000984E0,2.123630047E-1,2.344966233E-1
5.466457654E0,9.835697174E0,1.746760458E-1,1.992024779E-1
5.485920050E0,9.824331284E0,1.417747438E-1,2.099701911E-1
5.505382550E0,9.842875481E0,1.459621787E-1,2.775674164E-1
5.524844842E0,9.862616539E0,1.453639716E-1,2.865405083E-1
5.544307342E0,9.863813400E0,8.494520187E-2,2.428714931E-1
5.563769738E0,9.912865639E0,5.144568533E-2,2.147558331E-1
5.583232133E0,9.877572060E0,-1.555334684E-2,2.494517565E-1
5.602694529E0,9.808179855E0,-7.776673418E-3,2.285145670E-1
5.622156925E0,9.791430473E0,5.742774159E-2,1.824527234E-1
5.641619321E0,9.765109062E0,6.281159073E-2,1.465603858E-1
5.661081717E0,9.798010826E0,-2.871387079E-2,1.746760458E-1
5.680544113E0,9.840482712E0,-1.567298770E-1,2.715853751E-1
5.700006508E0,9.895518303E0,-2.452643216E-1,2.817548811E-1
5.719468904E0,9.807581902E0,-3.188436031E-1,2.476571500E-1
5.738931300E0,9.741181374E0,-3.798605800E-1,1.890329868E-1
5.758393696E0,9.839286804E0,-3.535395563E-1,1.423729509E-1
5.777856092E0,9.954740524E0,-3.457628787E-1,1.585244983E-1
5.797318488E0,9.930811882E0,-4.492524564E-1,1.860419661E-1
5.816780883E0,9.922437668E0,-5.228317380E-1,1.890329868E-1
5.836243279E0,9.949954987E0,-5.772684813E-1,2.225325108E-1
5.855705675E0,9.949954987E0,-6.077769399E-1,2.171486616E-1
5.875168071E0,9.919445992E0,-6.460621357E-1,2.530409992E-1
5.894630571E0,1.000319481E1,-6.729813814E-1,2.835494876E-1
5.914092967E0,1.012164021E1,-5.802595019E-1,2.751746178E-1
5.933555363E0,1.015513897E1,-4.462614357E-1,2.231307179E-1
5.953017758E0,1.001934624E1,-4.199403822E-1,2.440679073E-1
5.972480154E0,9.736993790E0,-5.473581553E-1,3.050848842E-1
5.991942550E0,9.521639824E0,-7.956135273E-1,4.037888348E-1
6.011404946E0,9.561120987E0,-1.004985452E0,5.288137794E-1
6.030867342E0,9.847661972E0,-1.066002488E0,5.377869010E-1
6.050329738E0,1.006899738E1,-9.421738982E-1,4.175475538E-1
6.069792133E0,1.007258701E1,-7.004988194E-1,2.715853751E-1
6.089254529E0,1.000798035E1,-4.731806815E-1,1.585244983E-1
6.108716925E0,9.903294563E0,-3.625126183E-1,1.519442350E-1
6.128179321E0,9.871589661E0,-3.541377485E-1,2.273181528E-1
6.147641717E0,9.886545181E0,-4.510470629E-1,3.032902777E-1
6.167104113E0,9.796813965E0,-5.641079545E-1,3.266202807E-1
6.186566508E0,9.651450157E0,-6.394818425E-1,2.327020019E-1
6.206029008E0,9.732806206E0,-6.203392744E-1,1.519442350E-1
6.225491404E0,9.902696609E0,-4.713860750E-1,1.501496136E-1
6.244953800E0,9.959526062E0,-2.470589429E-1,1.447657645E-1
6.264416196E0,9.927821159E0,-1.914258152E-1,1.178465188E-1
6.283878592E0,9.865608215E0,-2.895315289E-1,1.160518974E-1
6.303340988E0,9.853643417E0,-3.924229145E-1,6.640082598E-2
6.322803383E0,9.898509026E0,-4.103690982E-1,3.230310604E-2
6.342265779E0,9.926026344E0,-2.602194548E-1,5.383851007E-2
6.361728175E0,9.875179291E0,-7.956135273E-2,1.250249892E-1
6.381190571E0,9.816555023E0,1.555334684E-2,1.680957973E-1
6.400652967E0,9.830911636E0,2.273181453E-2,1.884347796E-1
6.420115363E0,9.831509590E0,-2.512463741E-2,1.932204217E-1
6.439577758E0,9.784850121E0,-6.939185411E-2,1.555334777E-1
6.459040154E0,9.777671814E0,-7.298108935E-2,1.256231815E-1
6.478502550E0,9.835099220E0,-7.776673883E-2,1.142572835E-1
6.497964946E0,9.933204651E0,-2.392822690E-2,1.160518974E-1
6.517427446E0,9.983454704E0,6.580262445E-3,1.375873089E-1
6.536889842E0,9.903294563E0,4.785645381E-2,1.980060786E-1
6.556352238E0,9.826126099E0,7.238288224E-2,1.752742529E-1
6.575814633E0,9.870393753E0,5.982056633E-2,1.351944804E-1
6.595277029E0,9.872786522E0,7.298108935E-2,1.836491376E-1
6.614739425E0,9.880562782E0,8.075776696E-2,2.452643216E-1
6.634201821E0,9.913464546E0,8.614161611E-2,3.224328458E-1
6.653664217E0,9.899705887E0,6.939185411E-2,2.871387303E-1
6.673126613E0,9.862018585E0,8.135596663E-2,2.476571500E-1
6.692589008E0,9.844072342E0,1.010967568E-1,2.536391914E-1
6.712051404E0,9.815957069E0,1.046859920E-1,2.572284341E-1
6.731513800E0,9.805787086E0,8.793623000E-2,2.823530734E-1
6.750976196E0,9.893723488E0,9.870393574E-2,2.667997181E-1
6.770438592E0,9.945767403E0,1.399801224E-1,2.374876440E-1
6.789900988E0,9.902098656E0,1.603191197E-1,2.123630047E-1
6.809363488E0,9.877572060E0,1.447657645E-1,2.183450609E-1
6.828825779E0,9.871589661E0,9.810572863E-2,2.781656384E-1
6.848288279E0,9.861420631E0,8.673982322E-2,3.511467278E-1
6.867750675E0,9.848857880E0,9.750752151E-2,4.007977843E-1
6.887213071E0,9.801001549E0,1.465603858E-1,3.960121572E-1
6.906675467E0,9.799206734E0,1.788634956E-1,3.487538993E-1
6.926137863E0,9.832108498E0,1.956132501E-1,3.068794906E-1
6.945600258E0,9.872786522E0,2.189432681E-1,3.397808075E-1
6.965062654E0,9.956535339E0,2.159522474E-1,3.529413342E-1
6.984525050E0,1.003190899E1,2.315055877E-1,3.373879790E-1
7.003987446E0,9.910472870E0,1.962114573E-1,3.188436031E-1
7.023449842E0,9.809974670E0,1.692921966E-1,2.644068897E-1
7.042912238E0,9.872786522E0,1.663011760E-1,2.434697002E-1
7.062374633E0,9.860223770E0,1.698904037E-1,2.141576260E-1
7.081837029E0,9.844072342E0,1.926222295E-1,2.297109663E-1
7.101299425E0,9.882955551E0,1.926222295E-1,3.714857101E-1
7.120761925E0,9.932008743E0,1.794617027E-1,4.444667995E-1
7.140224321E0,9.921838760E0,1.639083475E-1,3.978067636E-1
7.159686717E0,9.805787086E0,1.908276081E-1,3.798605800E-1
7.179149113E0,9.733404160E0,1.998006850E-1,3.780659735E-1
7.198611508E0,9.803394318E0,2.063809484E-1,3.661018610E-1
7.218073904E0,9.887143135E0,1.585244983E-1,3.541377485E-1
7.237536300E0,9.866804123E0,1.710868180E-1,3.978067636E-1
7.256998696E0,9.802796364E0,2.117647976E-1,3.888336718E-1
7.276461092E0,9.755537987E0,2.213360965E-1,3.822534084E-1
7.295923488E0,9.710074425E0,1.998006850E-1,3.631108403E-1
7.315385883E0,9.759725571E0,1.998006850E-1,3.828516304E-1
7.334848279E0,9.850652695E0,2.201396823E-1,3.846462369E-1
7.354310675E0,9.929615974E0,2.835494876E-1,3.391826153E-1
7.373773071E0,9.940383911E0,2.901297510E-1,3.110669553E-1
7.393235571E0,9.952945709E0,2.584248483E-1,3.601198196E-1
7.412697967E0,9.900303841E0,2.033899277E-1,4.133601189E-1
7.432160363E0,9.824331284E0,1.615155339E-1,4.175475538E-1
7.451622758E0,9.813564301E0,1.788634956E-1,4.677968323E-1
7.471085154E0,9.809974670E0,1.926222295E-1,5.712863803E-1
7.490547550E0,9.754940033E0,1.998006850E-1,5.790630579E-1
7.510009946E0,9.842875481E0,2.033899277E-1,4.636093974E-1
7.529472342E0,9.904491425E0,1.950150430E-1,3.918247223E-1
7.548934738E0,9.883553505E0,2.111666054E-1,3.170489967E-1
7.568397133E0,9.854242325E0,1.962114573E-1,3.864408433E-1
7.587859529E0,9.869794846E0,2.201396823E-1,4.624129832E-1
7.607321925E0,9.865009308E0,2.650051117E-1,4.743770957E-1
7.626784321E0,9.793225288E0,2.632105052E-1,4.211367965E-1
7.646246821E0,9.829116821E0,2.111666054E-1,3.427718580E-1
7.665709217E0,9.909276962E0,1.459621787E-1,2.315055877E-1
7.685171613E0,1.004566765E1,7.477571070E-2,1.022931710E-1
7.704634008E0,1.008993530E1,8.315058798E-2,1.196411345E-2
7.724096404E0,9.958329201E0,1.214357466E-1,2.452643216E-2
7.743558800E0,9.814162254E0,1.298106313E-1,1.633101404E-1
7.763021196E0,9.796216011E0,1.304088384E-1,3.379862010E-1
7.782483592E0,9.850652695E0,7.417750359E-2,4.223332107E-1
7.801945988E0,9.911071777E0,1.316052489E-2,3.864408433E-1
7.821408383E0,9.942177773E0,-7.776673418E-3,2.685943544E-1
7.840870779E0,9.851250648E0,2.991028316E-2,2.494517565E-1
