"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.796660907E0,4.550942779E-2,-1.153007299E-1,5.444332212E-2
1.816124552E0,2.687804960E-2,-1.317940801E-1,4.405862093E-2
1.835585698E0,7.483093534E-3,-1.441640854E-1,2.802342176E-2
1.855049344E0,-1.374445762E-2,-1.350011230E-1,8.781181648E-3
1.874510490E0,-3.298669681E-2,-1.276707351E-1,-3.741546767E-3
1.893974136E0,-3.405570984E-2,-1.307250559E-1,-6.032289471E-3
1.913435282E0,-2.076940238E-2,-1.197294965E-1,-7.559451740E-3
1.932898927E0,-4.581485991E-4,-9.254601598E-2,-1.336266659E-2
1.952360177E0,1.511890348E-2,-6.398808211E-2,-2.328922041E-2
1.971823719E0,2.748891525E-2,-4.612028971E-2,-2.893971838E-2
1.991284969E0,3.420842811E-2,-3.543015569E-2,-2.878700197E-2
2.010748511E0,3.527744114E-2,-2.260199748E-2,-2.298378758E-2
2.030209761E0,4.306596518E-2,3.054323897E-4,-1.977674663E-2
2.049673302E0,5.864302069E-2,2.382372692E-2,-1.672242396E-2
2.069134552E0,9.300415963E-2,2.489273995E-2,-6.185005885E-3
2.088598094E0,1.400407553E-1,1.970038936E-2,1.091920771E-2
2.108059344E0,1.577558219E-1,1.649334840E-2,1.412624773E-2
2.127522886E0,1.363755614E-1,2.458730713E-2,7.406735327E-3
2.146984136E0,1.043051630E-1,4.703658819E-2,-7.254019380E-3
2.166447677E0,8.582650125E-2,7.254019380E-2,-2.466366626E-2
2.185908927E0,8.109229803E-2,1.069013327E-1,-2.435823344E-2
2.205372469E0,7.788526267E-2,1.840230078E-1,9.697478265E-3
2.224833719E0,4.917461425E-2,2.223547846E-1,4.268417507E-2
2.244297261E0,2.474002354E-2,1.635590494E-1,4.054614902E-2
2.263758511E0,4.031707719E-2,9.086613357E-2,9.086613543E-3
2.283222157E0,9.651663154E-2,4.795288667E-2,-1.733328775E-2
2.302683302E0,1.701258421E-1,2.076940238E-2,-2.191477455E-2
2.322146948E0,1.979201883E-1,1.847865991E-2,-4.352411721E-3
2.341608094E0,1.514944583E-1,2.993237413E-2,1.809686981E-2
2.361071740E0,5.726857483E-2,2.474002354E-2,2.527453005E-2
2.380532886E0,-1.970038936E-2,-1.679878100E-3,1.244636998E-2
2.399996532E0,-5.711585656E-2,-3.283398226E-2,-1.091920771E-2
2.419457677E0,-7.422006875E-2,-4.489856213E-2,-2.344193682E-2
2.438921323E0,-6.551524997E-2,-1.649334840E-2,-2.023489587E-2
2.458382469E0,-5.115992576E-2,4.703658819E-2,4.046979360E-3
2.477846115E0,-6.093376130E-2,3.481929377E-2,1.809686981E-2
2.497307365E0,-5.467239767E-2,-3.359756246E-2,5.345066893E-4
2.516770907E0,-1.206457894E-2,-7.147117704E-2,-2.420551702E-2
2.536232157E0,3.985892609E-2,-6.765327603E-2,-2.985601686E-2
2.555695698E0,6.154462695E-2,-5.345066637E-2,-2.237292193E-2
2.575156948E0,5.955931544E-2,-3.909534588E-2,-8.933897130E-3
2.594620490E0,5.222893879E-2,-2.244928107E-2,3.894262947E-3
2.614081740E0,4.062250629E-2,-7.941242307E-3,-6.872228696E-4
2.633545282E0,2.244928107E-2,-1.099556591E-2,-1.702785492E-2
2.653006532E0,2.443459118E-3,-4.291325063E-2,-3.184132650E-2
2.672470073E0,-4.123337101E-3,-7.131846249E-2,-3.168861195E-2
2.691931323E0,7.024944760E-3,-7.315105945E-2,-1.977674663E-2
2.711394865E0,1.023198478E-2,-5.406153202E-2,-2.061668551E-3
2.730856115E0,-5.803215317E-3,-8.399390616E-3,9.086613543E-3
2.750319657E0,-2.061668597E-2,4.612028971E-2,7.712167688E-3
2.769780907E0,-1.634063199E-2,7.422006875E-2,1.076649129E-2
2.789244448E0,-7.330377586E-3,6.154462695E-2,1.382081583E-2
2.808705698E0,-9.010255337E-3,3.359756246E-2,1.366809942E-2
2.828169344E0,-2.275471389E-2,-1.679878100E-3,9.392046370E-3
2.847630490E0,-2.809977904E-2,-3.375028074E-2,5.345066893E-4
2.867094136E0,-2.199113183E-2,-4.276053607E-2,-5.574141163E-3
2.886555282E0,-7.635809947E-3,-3.191768378E-2,-1.908952487E-3
2.906018927E0,3.359756200E-3,-1.908952370E-2,7.864884101E-3
2.925480073E0,7.024944760E-3,-1.679878123E-2,1.229365356E-2
2.944943719E0,1.069013379E-3,-1.771507785E-2,9.544761851E-3
2.964404865E0,-7.635809947E-3,-2.306014486E-2,4.657844082E-3
2.983868511E0,-1.221729536E-2,-2.489273995E-2,-2.214384731E-3
3.003329657E0,-1.267544460E-2,-1.954767294E-2,-2.825249685E-3
3.022793302E0,-1.603520103E-2,-1.695149764E-2,-3.817904799E-4
3.042254448E0,-2.504545636E-2,-1.282816008E-2,3.130682046E-3
3.061718094E0,-3.375028074E-2,-7.177661173E-3,3.130682046E-3
3.081179344E0,-3.543015569E-2,1.527161920E-3,-2.061668551E-3
3.100642886E0,-2.993237413E-2,7.941242307E-3,-3.283398226E-3
3.120104136E0,-3.344484791E-2,1.725693047E-2,-2.061668551E-3
3.139567677E0,-4.657844082E-2,2.260199748E-2,-3.436114406E-3
3.159028927E0,-5.818486959E-2,2.840521187E-2,-5.574141163E-3
3.178492469E0,-5.955931544E-2,3.695731983E-2,-5.879573524E-3
3.197953719E0,-6.108647957E-2,4.703658819E-2,-2.825249685E-3
3.217417261E0,-6.475166976E-2,5.742128938E-2,-2.290742996E-4
3.236878511E0,-6.612611562E-2,6.704241037E-2,9.926552884E-4
3.256342052E0,-5.864302069E-2,7.605266571E-2,6.337722298E-3
3.275803302E0,-4.810560122E-2,9.392046183E-2,8.781181648E-3
3.295266844E0,-4.001164436E-2,8.872810751E-2,3.741546767E-3
3.314728094E0,-3.481929377E-2,7.223475724E-2,-2.672533505E-3
3.334191636E0,-3.649916872E-2,5.894844979E-2,-5.574141163E-3
3.353652886E0,-4.444041103E-2,4.199695215E-2,-6.643154658E-3
3.373116427E0,-3.543015569E-2,2.504545636E-2,-2.061668551E-3
3.392577677E0,-1.069013402E-2,1.863137633E-2,3.588830587E-3
3.412041219E0,1.450803876E-2,1.756236330E-2,5.421424750E-3
3.431502469E0,3.039052337E-2,1.588248461E-2,4.657844082E-3
3.450966011E0,3.375028074E-2,7.788525894E-3,7.635809743E-5
3.470427261E0,2.809977904E-2,-9.468403645E-3,-4.352411721E-3
3.489890907E0,2.153298259E-2,-3.191768378E-2,-6.032289471E-3
3.509352052E0,2.519817278E-2,-5.436696485E-2,-6.185005885E-3
3.528815698E0,4.612028971E-2,-7.192932814E-2,-5.268708803E-3
3.548276844E0,6.750056148E-2,-8.628465235E-2,-9.239329956E-3
3.567740490E0,8.048143238E-2,-9.880737960E-2,-1.718057133E-2
3.587201636E0,7.651081681E-2,-1.079703495E-1,-2.374736778E-2
3.606665282E0,5.528326333E-2,-1.056796089E-1,-2.970330045E-2
3.626126427E0,2.871064469E-2,-9.239330143E-2,-3.856083751E-2
3.645590073E0,2.000582218E-2,-7.360920310E-2,-5.459604040E-2
3.665051219E0,3.649916872E-2,-7.299833745E-2,-6.284271181E-2
3.684514865E0,6.001746282E-2,-9.025526792E-2,-5.505418777E-2
3.703976115E0,6.612611562E-2,-1.053741723E-1,-4.207331315E-2
3.723439657E0,5.467239767E-2,-9.651663154E-2,-3.168861195E-2
3.742900907E0,3.649916872E-2,-7.177661359E-2,-3.214675933E-2
3.762364448E0,2.718348242E-2,-7.712167501E-2,-4.008800164E-2
3.781825698E0,3.115410358E-2,-9.132428467E-2,-4.604393244E-2
3.801289240E0,3.634645417E-2,-9.300415963E-2,-4.894553870E-2
3.820750490E0,3.008509055E-2,-8.674279600E-2,-4.848739132E-2
3.840214032E0,2.107483521E-2,-7.666353136E-2,-4.665479809E-2
3.859675282E0,2.367101051E-2,-7.116574794E-2,-4.787652567E-2
3.879138823E0,3.741546720E-2,-6.734783947E-2,-4.757109284E-2
3.898600073E0,4.428769648E-2,-5.650499091E-2,-4.360047355E-2
3.918063615E0,3.329212964E-2,-4.123337194E-2,-4.253146052E-2
3.937524865E0,2.336557768E-2,-2.336557768E-2,-4.192059487E-2
3.956988407E0,2.199113183E-2,-1.267544460E-2,-3.917170316E-2
3.976449657E0,2.061668597E-2,-2.443459118E-3,-3.367391974E-2
3.995913302E0,8.552107029E-3,1.038470119E-2,-2.924515121E-2
4.015374448E0,-1.267544460E-2,3.207040206E-2,-3.260490671E-2
4.034838094E0,-2.718348242E-2,5.283980444E-2,-4.237874225E-2
4.054299240E0,-2.855792828E-2,6.841685623E-2,-4.696023092E-2
4.073762886E0,-2.260199748E-2,6.994401664E-2,-4.283689335E-2
4.093224032E0,-1.985310577E-2,6.093376130E-2,-3.672824427E-2
4.112687677E0,-2.382372692E-2,4.886918142E-2,-3.443750367E-2
4.132148823E0,-2.916879393E-2,4.428769648E-2,-3.672824427E-2
4.151612469E0,-3.649916872E-2,4.749473557E-2,-4.039343446E-2
4.171073615E0,-3.695731983E-2,5.421425030E-2,-4.558578506E-2
4.190537261E0,-4.276053607E-2,4.673115537E-2,-4.818195850E-2
4.209998407E0,-5.635227636E-2,4.001164436E-2,-5.490147322E-2
4.229462052E0,-6.017018110E-2,2.458730713E-2,-6.146826968E-2
4.248923302E0,-4.795288667E-2,1.679878123E-2,-5.826122686E-2
4.268386844E0,-4.764745384E-2,1.618791744E-2,-5.841394514E-2
4.287848094E0,-6.078104675E-2,1.282816008E-2,-7.047852129E-2
4.307311636E0,-6.902772188E-2,4.428769462E-3,-7.383827865E-2
4.326772886E0,-8.307760954E-2,4.276053514E-3,-6.253728271E-2
4.346236427E0,-1.030834317E-1,-8.704823442E-3,-6.360629201E-2
4.365697133E0,-1.165224537E-1,-3.451386094E-2,-8.254310489E-2
4.385160675E0,-1.185077652E-1,-5.390881747E-2,-1.011744812E-1
4.404621925E0,-1.139262840E-1,-7.269290835E-2,-9.918916970E-2
4.424085467E0,-1.192713454E-1,-8.384118974E-2,-8.666644245E-2
4.443546717E0,-1.186604798E-1,-8.704823256E-2,-8.422297984E-2
4.463010258E0,-1.064431891E-1,-8.979712427E-2,-8.743002266E-2
4.482471508E0,-9.407317638E-2,-1.015562713E-1,-8.636100590E-2
4.501935050E0,-7.819069177E-2,-1.269071549E-1,-8.376483619E-2
4.521396300E0,-5.070177838E-2,-1.450803876E-1,-7.735075057E-2
4.540859842E0,-9.010255337E-3,-1.264490038E-1,-6.436987966E-2
4.560321092E0,2.901607752E-2,-7.376192510E-2,-5.658135191E-2
4.579784633E0,5.024362728E-2,-2.061668597E-2,-6.268999726E-2
4.599245883E0,5.436696485E-2,9.621120058E-3,-6.360629201E-2
4.618709529E0,4.627300799E-2,1.466075517E-2,-6.223184988E-2
4.638170675E0,4.276053607E-2,7.941242307E-3,-5.306887627E-2
4.657634321E0,5.192350596E-2,-1.954767294E-2,-3.031416424E-2
4.677095467E0,5.955931544E-2,-3.023780696E-2,-9.086613543E-3
4.696559113E0,5.360338464E-2,-2.015853859E-2,1.153007243E-2
4.716020258E0,4.199695215E-2,1.267544460E-2,2.985601686E-2
4.735483904E0,2.916879393E-2,7.086031139E-2,4.115701467E-2
4.754945050E0,2.367101051E-2,1.079703495E-1,4.604393244E-2
4.774408696E0,3.604102135E-2,1.162170246E-1,6.559160352E-2
4.793869842E0,6.566796452E-2,1.096502244E-1,9.750928730E-2
4.813333488E0,9.422589093E-2,8.659008145E-2,1.263726503E-1
4.832794738E0,1.088866442E-1,5.222893879E-2,1.300378442E-1
4.852258279E0,1.052214578E-1,2.794706449E-2,1.030070707E-1
4.871719529E0,8.674279600E-2,2.993237413E-2,5.765036494E-2
4.891183071E0,6.001746282E-2,5.757400393E-2,2.802342176E-2
4.910644321E0,4.031707719E-2,8.765909821E-2,2.634354308E-2
4.930107863E0,4.199695215E-2,1.014035568E-1,3.459021822E-2
4.949569113E0,6.811141968E-2,8.979712427E-2,4.100430012E-2
4.969032654E0,1.050687432E-1,5.711585656E-2,5.031998456E-2
4.988493904E0,1.250745654E-1,3.054323979E-2,5.887209252E-2
5.007957446E0,1.134681329E-1,3.176496923E-2,6.024653837E-2
5.027418696E0,8.872810751E-2,5.543597788E-2,4.955640435E-2
5.046882238E0,7.330377400E-2,8.139773458E-2,3.917170316E-2
5.066343488E0,6.276635826E-2,1.024725661E-1,4.329504073E-2
5.085807029E0,4.718930274E-2,1.148425788E-1,5.047270283E-2
5.105268279E0,3.558287397E-2,1.151480079E-1,5.062541738E-2
5.124731925E0,3.115410358E-2,1.049160287E-1,5.077813566E-2
5.144193071E0,2.718348242E-2,8.643736690E-2,5.413788930E-2
5.163656717E0,2.474002354E-2,6.826414168E-2,5.612320080E-2
5.183117863E0,2.779434808E-2,4.505127668E-2,5.566505343E-2
5.202581508E0,3.497200832E-2,3.222311661E-2,5.688678101E-2
5.222042654E0,4.260781780E-2,3.543015569E-2,5.642863363E-2
5.241506300E0,5.161807314E-2,3.894263133E-2,5.826122686E-2
5.260967446E0,6.475166976E-2,3.497200832E-2,6.360629201E-2
5.280431092E0,7.895427197E-2,2.168569900E-2,6.971494108E-2
5.299892342E0,9.315688163E-2,5.345067009E-3,7.399099320E-2
5.319355883E0,1.026252806E-1,-1.603520103E-2,7.414371520E-2
5.338817133E0,1.090393662E-1,-3.084867075E-2,7.444914430E-2
5.358280675E0,1.111773923E-1,-4.092793912E-2,7.414371520E-2
5.377741925E0,1.061377525E-1,-4.703658819E-2,7.154753804E-2
5.397205467E0,1.012508348E-1,-4.566214234E-2,7.215840369E-2
5.416666717E0,1.018617004E-1,-3.619373962E-2,7.368556410E-2
5.436130258E0,1.148425788E-1,-2.840521187E-2,7.597630471E-2
5.455591508E0,1.256854236E-1,-2.382372692E-2,8.254310489E-2
5.475055050E0,1.233946830E-1,-2.076940238E-2,8.987347782E-2
5.494516300E0,1.180496216E-1,-1.191186346E-2,9.369138628E-2
5.513979842E0,1.162170246E-1,-8.093958721E-3,9.262236953E-2
5.533441092E0,1.171333194E-1,-1.145371422E-2,8.773545176E-2
5.552904738E0,1.171333194E-1,-1.878409274E-2,8.376483619E-2
5.572365883E0,1.165224537E-1,-2.107483521E-2,8.391755074E-2
5.591829529E0,1.137735620E-1,-9.162971750E-3,9.033162892E-2
5.611290675E0,1.159115955E-1,1.679878100E-3,9.659299254E-2
5.630754321E0,1.246164143E-1,1.527161920E-3,9.506583214E-2
5.650215467E0,1.284343153E-1,-1.481347065E-2,8.972076327E-2
5.669679113E0,1.256854236E-1,-3.726275265E-2,9.170607477E-2
5.689140258E0,1.206457913E-1,-3.909534588E-2,1.112537459E-1
5.708603904E0,1.227838174E-1,-3.619373962E-2,1.228601784E-1
5.728065154E0,1.388190240E-1,-5.360338464E-2,1.251509190E-1
5.747528696E0,1.565341055E-1,-7.391463965E-2,1.327867359E-1
5.766989946E0,1.589775532E-1,-7.757982612E-2,1.419496983E-1
5.786453488E0,1.588248461E-1,-7.024945319E-2,1.492800862E-1
5.805914738E0,1.598938555E-1,-6.719512492E-2,1.582903415E-1
5.825378279E0,1.547015011E-1,-7.024945319E-2,1.621082425E-1
5.844839529E0,1.464548260E-1,-6.918043643E-2,1.538615674E-1
5.864303071E0,1.288924664E-1,-6.047561392E-2,1.379790753E-1
5.883764321E0,8.994983882E-2,-6.246092543E-2,1.292742640E-1
5.903227863E0,3.466657549E-2,-5.467239767E-2,1.214857325E-1
5.922689113E0,-1.359174121E-2,-2.275471389E-2,1.056032479E-1
5.942152758E0,-5.253437161E-2,1.878409274E-2,7.322741300E-2
5.961613904E0,-8.307760954E-2,5.711585656E-2,2.756527252E-2
5.981077550E0,-1.014035568E-1,7.330377400E-2,-3.436114406E-3
6.000538696E0,-1.081230640E-1,5.177079141E-2,-1.061377581E-2
6.020002342E0,-9.926552325E-2,1.710421406E-2,-1.382081583E-2
6.039463488E0,-8.536835015E-2,7.483093534E-3,-3.107774630E-2
6.058927133E0,-8.048143238E-2,2.580903657E-2,-6.207913160E-2
6.078388383E0,-9.651663154E-2,4.337139800E-2,-8.941533417E-2
6.097851925E0,-1.191186309E-1,5.619955808E-2,-1.016326249E-1
6.117313175E0,-1.459966749E-1,6.582067907E-2,-9.812015295E-2
6.136776717E0,-1.707367003E-1,5.635227636E-2,-9.048434347E-2
6.156237967E0,-1.829539984E-1,4.932733253E-2,-9.185878932E-2
6.175701508E0,-1.744018942E-1,4.260781780E-2,-9.567669779E-2
6.195162758E0,-1.670715213E-1,2.306014486E-2,-9.033162892E-2
6.214626300E0,-1.765399277E-1,-1.374445739E-3,-8.972076327E-2
6.234087550E0,-1.823431402E-1,-1.557705179E-2,-1.004109010E-1
6.253551196E0,-1.760817766E-1,-2.015853859E-2,-1.051450968E-1
6.273012342E0,-1.588248461E-1,-1.267544460E-2,-9.857830405E-2
6.292475988E0,-1.330158114E-1,-2.748891478E-3,-8.376483619E-2
6.311937133E0,-1.194240674E-1,4.581485875E-3,-6.711876392E-2
6.331400779E0,-1.273653060E-1,5.955931731E-3,-6.223184988E-2
6.350861925E0,-1.330158114E-1,3.054323839E-3,-7.139482349E-2
6.370325571E0,-1.267544478E-1,-1.527161949E-4,-7.338013500E-2
6.389786821E0,-1.101083755E-1,-8.093958721E-3,-6.207913160E-2
6.409250363E0,-9.834922850E-2,-8.246674202E-3,-4.802924395E-2
6.428711613E0,-8.888082206E-2,-7.941242307E-3,-4.390590638E-2
6.448175154E0,-7.895427197E-2,-2.000582218E-2,-4.497491941E-2
6.467636404E0,-7.254019380E-2,-3.298669681E-2,-4.726566374E-2
6.487099946E0,-7.131846249E-2,-3.497200832E-2,-4.787652567E-2
6.506561196E0,-7.299833745E-2,-2.504545636E-2,-4.543306679E-2
6.526024738E0,-6.872228533E-2,-6.108647678E-3,-3.962985426E-2
6.545485988E0,-5.283980444E-2,5.650499370E-3,-3.733910993E-2
6.564949633E0,-3.527744114E-2,4.276053514E-3,-3.382663801E-2
6.584410779E0,-2.794706449E-2,-4.581485991E-4,-2.848157100E-2
6.603874425E0,-2.626718581E-2,-6.261364091E-3,-2.527453005E-2
6.623335571E0,-2.367101051E-2,-9.468403645E-3,-2.054032870E-2
6.642799217E0,-1.740964688E-2,3.970621154E-3,-1.611155830E-2
6.662260363E0,-1.649334840E-2,1.970038936E-2,-1.504254527E-2
6.681724008E0,-1.695149764E-2,1.695149764E-2,-1.840230078E-2
6.701185258E0,-9.162971750E-3,8.857538924E-3,-2.222020552E-2
6.720648800E0,-4.581485875E-3,-3.359756200E-3,-2.283107117E-2
6.740110050E0,-7.177661173E-3,-1.053741761E-2,-2.084576152E-2
6.759573592E0,-1.160643063E-2,-1.679878100E-3,-2.176205814E-2
6.779034842E0,-9.926552884E-3,1.572976820E-2,-2.588539571E-2
6.798498383E0,-1.527161920E-3,2.367101051E-2,-2.787070535E-2
6.817959633E0,1.985310577E-3,2.764163166E-2,-2.557996288E-2
6.837423175E0,3.054323839E-3,3.268126398E-2,-2.115119249E-2
6.856884425E0,5.803215317E-3,3.420842811E-2,-1.855501719E-2
6.876348071E0,1.725693047E-2,2.764163166E-2,-1.870773360E-2
6.895809217E0,3.161225095E-2,2.428187430E-2,-1.565340906E-2
6.915272863E0,3.878991306E-2,2.153298259E-2,-1.214093715E-2
6.934734008E0,3.420842811E-2,1.145371422E-2,-1.107192412E-2
6.954197654E0,2.504545636E-2,5.497782957E-3,-1.290451828E-2
6.973658904E0,1.893680729E-2,1.404988952E-2,-1.458439697E-2
6.993122446E0,1.832594350E-2,2.748891525E-2,-1.733328775E-2
7.012583696E0,1.970038936E-2,4.688387364E-2,-2.008217946E-2
7.032047238E0,2.428187430E-2,5.054906011E-2,-1.916588284E-2
7.051508488E0,2.428187430E-2,5.268708616E-2,-1.580612548E-2
7.070972029E0,1.939495653E-2,6.185005978E-2,-1.153007243E-2
7.090433279E0,1.664606482E-2,5.345066637E-2,-1.015562657E-2
7.109896821E0,1.450803876E-2,5.390881747E-2,-9.850194678E-3
7.129358071E0,1.557705179E-2,6.520981342E-2,-1.000291109E-2
7.148821717E0,1.496618707E-2,8.109229803E-2,-1.214093715E-2
7.168282863E0,1.802051067E-2,8.888082206E-2,-1.550069358E-2
7.187746508E0,2.367101051E-2,7.635809481E-2,-1.397353224E-2
7.207207654E0,1.985310577E-2,5.406153202E-2,-4.963276442E-3
7.226671300E0,1.252272818E-2,4.948004708E-2,-1.450803829E-3
7.246132446E0,2.046396956E-2,4.489856213E-2,-3.436114406E-3
7.265596092E0,3.359756246E-2,3.313941509E-2,-6.643154658E-3
7.285057342E0,3.451386094E-2,1.404988952E-2,-5.726857111E-3
7.304520883E0,1.924224012E-2,2.443459118E-3,-3.588830587E-3
7.323982133E0,2.748891478E-3,-9.468403645E-3,-2.825249685E-3
7.343445675E0,-5.650499370E-3,-1.221729536E-2,-3.588830587E-3
7.362906925E0,-9.315688163E-3,-4.734201822E-3,-4.352411721E-3
7.382370467E0,-6.719512399E-3,3.665188793E-3,-4.046979360E-3
7.401831717E0,-5.650499370E-3,1.695149764E-2,-1.908952487E-3
7.421295363E0,-5.039634649E-3,3.420842811E-2,1.450803829E-3
